,Loss_G,Loss_D
421,2.1580877,0.37644875
422,2.3006701,0.33166063
423,2.2495074,0.36280462
424,2.1086278,0.3989886
425,2.1215441,0.40584898
426,2.1781816,0.3760079
427,2.2500684,0.36552247
428,2.0933578,0.38969362
429,2.3230598,0.36347795
430,2.1131067,0.37701645
431,2.1693947,0.35457098
432,2.1850178,0.38289833
433,2.211459,0.3602778
434,2.3147469,0.37067223
435,2.2396657,0.33379576
436,2.2252467,0.4003741
437,2.1942236,0.36318192
438,2.422797,0.30823267
439,2.2761533,0.3602491
440,2.335792,0.32822913
441,2.395982,0.2910596
442,2.415127,0.36447057
443,2.2803729,0.33816588
444,2.274615,0.32974684
445,2.3018014,0.3573295
446,2.3710606,0.32534644
447,2.2269628,0.31554168
448,2.4837654,0.31027937
449,2.2235966,0.35712978
450,2.338582,0.30446184
451,2.2380657,0.37794554
452,2.4101353,0.34479317
453,2.3619032,0.34307355
454,2.440359,0.32877272
455,2.3950741,0.30233383
456,2.2447047,0.32183203
457,2.441709,0.3380028
458,2.4293032,0.30429757
459,2.3134067,0.3327669
460,2.3753183,0.3674014
461,2.3564084,0.30424795
462,2.3758469,0.36459568
463,2.415267,0.3415145
464,2.3021915,0.32476705
465,2.4753776,0.280456
466,2.444417,0.2746867
467,2.6253717,0.27610347
468,2.4619417,0.29968265
469,2.408988,0.32634482
470,2.3614333,0.3204838
471,2.4979358,0.2891729
472,2.4751132,0.28201318
473,2.4806938,0.2842862
474,2.4543834,0.28341794
475,2.449001,0.3197333
476,2.2796383,0.38003123
477,2.3410187,0.34715307
478,2.5901108,0.27306414
479,2.5523758,0.27220008
480,2.5403488,0.30320993
481,2.4383397,0.27736294
482,2.577978,0.29504088
483,2.513844,0.27815443
484,2.5190408,0.29022983
485,2.5610294,0.27144364
486,2.5075853,0.2704685
487,2.5945578,0.3018963
488,2.5624404,0.3082033
489,2.4204388,0.32934713
490,2.4666674,0.29686224
491,2.6631663,0.3045284
492,2.6106594,0.27163035
493,2.4484544,0.29944956
494,2.5451627,0.2924086
495,2.7904673,0.22512801
496,2.6041615,0.27646753
497,2.5840552,0.25430262
498,2.66085,0.25134385
499,2.5916348,0.2500769
500,2.641157,0.25524262
501,2.5475512,0.28933448
502,2.4913893,0.3142709
503,2.5901582,0.27801728
504,2.556287,0.28306675
505,2.719081,0.22595477
506,2.6128054,0.25533932
507,2.7574387,0.24303468
508,2.4553142,0.2726606
509,2.5743034,0.3102497
510,2.8250208,0.22419174
511,2.575456,0.24036826
512,2.861762,0.24981815
513,2.8609018,0.21985458
514,2.7858562,0.30210507
515,2.7696366,0.22690143
516,2.6860693,0.2451685
517,2.9350193,0.2466305
518,2.911648,0.21887441
519,2.8646553,0.23536529
520,2.8260407,0.20839033
521,2.6203923,0.31621096
522,2.6644382,0.2830829
523,2.6623316,0.24875969
524,2.76126,0.23807836
525,2.8299563,0.23210447
526,2.7664087,0.3068012
527,2.7240424,0.23231295
528,2.8992033,0.1884609
529,2.6745214,0.23872656
530,2.8371444,0.2367553
531,2.6827106,0.22468159
532,2.7964425,0.2399371
533,2.7847311,0.21583894
534,2.9152017,0.21701346
535,2.7612875,0.2183818
536,2.9402337,0.22510685
537,2.8043783,0.23019044
538,2.7246554,0.264718
539,2.8771093,0.22886069
540,2.674503,0.24697675
541,2.9397078,0.21434276
542,2.8603613,0.226811
543,2.9548914,0.18163317
544,2.9659364,0.18157671
545,2.8462632,0.23851663
546,2.8502126,0.195375
547,2.7618847,0.21507746
548,2.8751318,0.226072
549,2.9607043,0.18766028
550,2.7171986,0.22473645
551,2.8695414,0.22481632
552,2.9236896,0.2469155
553,2.995979,0.19764555
554,3.042934,0.20939182
555,2.9591808,0.23724908
556,2.7253358,0.2075166
557,2.9462657,0.20939936
558,2.8296154,0.25242206
559,2.9284265,0.18700807
560,3.0479958,0.18652289
561,2.9401383,0.23615043
562,2.9288428,0.21680194
563,2.9897642,0.238769
564,2.8874166,0.22022258
565,2.9427109,0.20880869
566,3.0187597,0.1791572
567,2.9272156,0.20338784
568,3.1847417,0.16114339
569,3.0735471,0.16676566
570,2.9726436,0.19996256
571,2.964438,0.2177956
572,2.989749,0.222485
573,3.076783,0.19947407
574,2.9067557,0.23588988
575,3.1011915,0.18347919
576,3.092909,0.15236521
577,2.9270315,0.1958283
578,3.1778045,0.19067341
579,3.143796,0.17121111
580,3.1067622,0.21967238
581,3.1172457,0.1767941
582,3.0111325,0.2292548
583,2.8210573,0.25737348
584,2.9866762,0.21645252
585,2.9344485,0.18768734
586,3.115254,0.1835178
587,3.097341,0.20980401
588,2.8310475,0.27207482
589,3.0173454,0.22392628
590,3.0833168,0.17061317
591,3.092755,0.16079678
592,3.1719615,0.16933644
593,3.2014005,0.1601086
594,3.1349804,0.24541849
595,3.0199716,0.2613472
596,2.884243,0.25606614
597,3.1187632,0.17173988
598,3.2207444,0.16713922
599,3.2576172,0.15816349
600,2.9746218,0.17767191
601,3.26563,0.18284167
602,3.0651884,0.17006391
603,3.242977,0.18439779
604,3.131489,0.25177497
605,3.2921903,0.15165353
606,3.199799,0.16441728
607,3.1015787,0.17220333
608,3.200041,0.17755274
609,3.1741846,0.16251016
610,3.2157817,0.14812031
611,3.1767921,0.17906767
612,3.2476578,0.16368496
613,3.166822,0.17884575
614,3.2767644,0.1735745
615,3.2137012,0.2124864
616,3.2125037,0.18149811
617,3.269855,0.19084065
618,3.4551249,0.15377982
619,3.3003702,0.1729199
620,3.1204026,0.21074547
621,3.3610654,0.16725875
622,3.3348017,0.19184555
623,3.154633,0.16751345
624,3.4486315,0.14521605
625,3.2244241,0.21236558
626,3.2073169,0.19464633
627,3.3877776,0.15973641
628,2.99425,0.22340873
629,3.2890658,0.14842245
630,3.2547119,0.2105087
631,3.219984,0.16994706
632,3.2283614,0.17149705
633,3.2653353,0.1884247
634,3.279995,0.13974251
635,3.3626256,0.13056113
636,3.4127383,0.14514719
637,3.5047753,0.13066137
638,3.3187435,0.220145
639,3.32837,0.14131491
640,3.504918,0.13931873
641,3.5027606,0.15391119
642,3.2702131,0.1783599
643,3.5283267,0.18513805
644,3.2300966,0.17798574
645,3.2952216,0.15307695
646,3.387606,0.12544028
647,3.552863,0.16476488
648,3.4400694,0.1392295
649,3.4452627,0.16890036
650,3.1577823,0.1904462
651,3.207978,0.19820012
652,3.3544095,0.15458867
653,3.5660079,0.15149854
654,3.3945608,0.1519944
655,3.4282217,0.1636341
656,3.1546495,0.20559256
657,3.294549,0.2004685
658,3.5325403,0.1506147
659,3.4642808,0.13599932
660,3.3280623,0.19563216
661,3.3604937,0.17814545
662,3.1107695,0.15792902
663,3.4742742,0.17918526
664,3.448427,0.16490096
665,3.265711,0.2296991
666,3.4398253,0.16844091
667,3.117947,0.18007872
668,3.4047945,0.16733927
669,3.3291826,0.14050587
670,3.4934607,0.13227668
671,3.5635386,0.10222149
672,3.434511,0.12830733
673,3.5533311,0.24459893
674,3.2525685,0.18519841
675,3.350676,0.16383825
676,3.541574,0.1308373
677,3.2982416,0.13988507
678,3.5541945,0.13822544
679,3.2901936,0.1757777
680,3.623152,0.14434649
681,3.4087777,0.15685116
682,3.5845773,0.12308332
683,3.4467452,0.15679105
684,3.4330788,0.14901975
685,3.5521624,0.14987388
686,3.481917,0.13703126
687,3.7276242,0.13719685
688,3.3698673,0.15931717
689,3.5937495,0.12860331
690,3.3586106,0.14192075
691,3.3530133,0.124348335
692,3.5384865,0.18076593
693,3.5960884,0.12369357
694,3.4115841,0.15576142
695,3.3122315,0.16078158
696,3.711072,0.13027972
697,3.3388262,0.18781525
698,3.4390924,0.17238328
699,3.3404255,0.18369435
700,3.4498072,0.15941136
701,3.6259966,0.12096785
702,3.5580494,0.12773278
703,3.7983737,0.09845163
704,3.4533467,0.12509216
705,3.7198045,0.104061574
706,3.4334242,0.18754691
707,3.6068068,0.11921346
708,3.419309,0.11936246
709,3.580839,0.19622904
710,3.7627134,0.1131337
711,3.7772207,0.09537263
712,3.835446,0.10561768
713,3.5796204,0.122566566
714,3.6433237,0.10910657
715,3.1679833,0.21257655
716,3.6172998,0.14075503
717,3.547971,0.14027554
718,3.7131968,0.15985617
719,3.6216671,0.1366485
720,3.4991324,0.116879545
721,3.6140573,0.14413998
722,3.7521749,0.105517715
723,3.838496,0.09029084
724,3.9153345,0.104271516
725,3.6202927,0.18929422
726,3.7519276,0.15568757
727,3.580557,0.13883479
728,3.614034,0.14519499
729,3.776621,0.121731676
730,3.4964309,0.11402868
731,3.5326877,0.12599826
732,3.9148915,0.10967613
733,3.918754,0.11450466
734,3.75537,0.12043495
735,3.5875561,0.11075553
736,3.7950735,0.1184619
737,3.826291,0.08451423
738,3.788116,0.13500245
739,3.8048613,0.110017516
740,3.5503924,0.1516588
741,3.9114308,0.08740404
742,3.5909755,0.10695343
743,3.981321,0.10061782
744,3.7333095,0.1333152
745,3.9287922,0.09039292
746,4.183592,0.09306136
747,3.847356,0.13439608
748,3.8299434,0.117459826
749,3.8782566,0.100930646
750,3.7918646,0.09431707
751,3.6991963,0.092127934
752,3.8589468,0.09616583
753,3.8005545,0.15695466
754,3.8589811,0.10060848
755,3.7394893,0.17969866
756,3.950971,0.14656514
757,3.6865065,0.11824998
758,3.7172596,0.2033082
759,3.7525587,0.20220806
760,3.7025309,0.12673286
761,3.775342,0.11845764
762,3.9026952,0.1128851
763,3.4664164,0.160591
764,4.152661,0.08354123
765,4.0630884,0.09554134
